name,category,variantName,sku,costPrice,sellingPrice,stockQuantity
Aqua 20,Snack,600ml,SKU-00383,2500,4000,2691
Teh Botol Sosro 20,Sembako,450ml,SKU-00384,3500,5000,2698
Kopi Kapal Api 20,Susu,65g,SKU-00385,7000,9500,2705
Beras Premium 20,Kopi & Teh,5kg,SKU-00386,65000,75000,2712
Gula Pasir 20,Bumbu Dapur,1kg,SKU-00387,14500,17000,2719
Minyak Goreng 20,Makanan Kaleng,1L,SKU-00388,17000,20000,2726
Susu UHT 20,Perawatan Diri,1L,SKU-00389,18000,22000,2733
Sabun Mandi 20,Kebersihan,100g,SKU-00390,3500,5000,2740
Shampoo 20,Mie Instan,170ml,SKU-00391,18000,23000,2747
Pasta Gigi 20,Minuman,120g,SKU-00392,11000,15000,2754
Biskuit 20,Snack,120g,SKU-00393,6500,9000,2761
Keripik Kentang 20,Sembako,68g,SKU-00394,9000,12000,2768
Sarden Kaleng 20,Susu,155g,SKU-00395,12000,16000,2775
Kecap Manis 20,Kopi & Teh,600ml,SKU-00396,14000,18000,2782
Saus Sambal 20,Bumbu Dapur,335ml,SKU-00397,10000,14000,2789
Tepung Terigu 20,Makanan Kaleng,1kg,SKU-00398,12000,15000,2796
Telur Ayam 20,Perawatan Diri,1kg,SKU-00399,27000,32000,2803
Tisu Wajah 20,Kebersihan,200 sheets,SKU-00400,9000,13000,2810
Indomie Goreng 21,Mie Instan,85g,SKU-00401,2500,3500,2817
Indomie Soto 21,Minuman,75g,SKU-00402,2500,3500,2824
Aqua 21,Snack,600ml,SKU-00403,2500,4000,2831
Teh Botol Sosro 21,Sembako,450ml,SKU-00404,3500,5000,2838
Kopi Kapal Api 21,Susu,65g,SKU-00405,7000,9500,2845
Beras Premium 21,Kopi & Teh,5kg,SKU-00406,65000,75000,2852
Gula Pasir 21,Bumbu Dapur,1kg,SKU-00407,14500,17000,2859
Minyak Goreng 21,Makanan Kaleng,1L,SKU-00408,17000,20000,2866
Susu UHT 21,Perawatan Diri,1L,SKU-00409,18000,22000,2873
Sabun Mandi 21,Kebersihan,100g,SKU-00410,3500,5000,2880
Shampoo 21,Mie Instan,170ml,SKU-00411,18000,23000,2887
Pasta Gigi 21,Minuman,120g,SKU-00412,11000,15000,2894
Biskuit 21,Snack,120g,SKU-00413,6500,9000,2901
Keripik Kentang 21,Sembako,68g,SKU-00414,9000,12000,2908
Sarden Kaleng 21,Susu,155g,SKU-00415,12000,16000,2915
Kecap Manis 21,Kopi & Teh,600ml,SKU-00416,14000,18000,2922
Saus Sambal 21,Bumbu Dapur,335ml,SKU-00417,10000,14000,2929
Tepung Terigu 21,Makanan Kaleng,1kg,SKU-00418,12000,15000,2936
Telur Ayam 21,Perawatan Diri,1kg,SKU-00419,27000,32000,2943
Tisu Wajah 21,Kebersihan,200 sheets,SKU-00420,9000,13000,2950
Indomie Goreng 22,Mie Instan,85g,SKU-00421,2500,3500,2957
Indomie Soto 22,Minuman,75g,SKU-00422,2500,3500,2964
Aqua 22,Snack,600ml,SKU-00423,2500,4000,2971
Teh Botol Sosro 22,Sembako,450ml,SKU-00424,3500,5000,2978
Kopi Kapal Api 22,Susu,65g,SKU-00425,7000,9500,2985
Beras Premium 22,Kopi & Teh,5kg,SKU-00426,65000,75000,2992
Gula Pasir 22,Bumbu Dapur,1kg,SKU-00427,14500,17000,2999
Minyak Goreng 22,Makanan Kaleng,1L,SKU-00428,17000,20000,3006
Susu UHT 22,Perawatan Diri,1L,SKU-00429,18000,22000,3013
Sabun Mandi 22,Kebersihan,100g,SKU-00430,3500,5000,3020
Shampoo 22,Mie Instan,170ml,SKU-00431,18000,23000,3027
Pasta Gigi 22,Minuman,120g,SKU-00432,11000,15000,3034
Biskuit 22,Snack,120g,SKU-00433,6500,9000,3041
Keripik Kentang 22,Sembako,68g,SKU-00434,9000,12000,3048
Sarden Kaleng 22,Susu,155g,SKU-00435,12000,16000,3055
Kecap Manis 22,Kopi & Teh,600ml,SKU-00436,14000,18000,3062
Saus Sambal 22,Bumbu Dapur,335ml,SKU-00437,10000,14000,3069
Tepung Terigu 22,Makanan Kaleng,1kg,SKU-00438,12000,15000,3076
Telur Ayam 22,Perawatan Diri,1kg,SKU-00439,27000,32000,3083
Tisu Wajah 22,Kebersihan,200 sheets,SKU-00440,9000,13000,3090
Indomie Goreng 23,Mie Instan,85g,SKU-00441,2500,3500,3097
Indomie Soto 23,Minuman,75g,SKU-00442,2500,3500,3104
Aqua 23,Snack,600ml,SKU-00443,2500,4000,3111
Teh Botol Sosro 23,Sembako,450ml,SKU-00444,3500,5000,3118
Kopi Kapal Api 23,Susu,65g,SKU-00445,7000,9500,3125
Beras Premium 23,Kopi & Teh,5kg,SKU-00446,65000,75000,3132
Gula Pasir 23,Bumbu Dapur,1kg,SKU-00447,14500,17000,3139
Minyak Goreng 23,Makanan Kaleng,1L,SKU-00448,17000,20000,3146
Susu UHT 23,Perawatan Diri,1L,SKU-00449,18000,22000,3153
Sabun Mandi 23,Kebersihan,100g,SKU-00450,3500,5000,3160
Shampoo 23,Mie Instan,170ml,SKU-00451,18000,23000,3167
Pasta Gigi 23,Minuman,120g,SKU-00452,11000,15000,3174
Biskuit 23,Snack,120g,SKU-00453,6500,9000,3181
Keripik Kentang 23,Sembako,68g,SKU-00454,9000,12000,3188
Sarden Kaleng 23,Susu,155g,SKU-00455,12000,16000,3195
Kecap Manis 23,Kopi & Teh,600ml,SKU-00456,14000,18000,3202
Saus Sambal 23,Bumbu Dapur,335ml,SKU-00457,10000,14000,3209
Tepung Terigu 23,Makanan Kaleng,1kg,SKU-00458,12000,15000,3216
Telur Ayam 23,Perawatan Diri,1kg,SKU-00459,27000,32000,3223
Tisu Wajah 23,Kebersihan,200 sheets,SKU-00460,9000,13000,3230
Indomie Goreng 24,Mie Instan,85g,SKU-00461,2500,3500,3237
Indomie Soto 24,Minuman,75g,SKU-00462,2500,3500,3244
Aqua 24,Snack,600ml,SKU-00463,2500,4000,3251
Teh Botol Sosro 24,Sembako,450ml,SKU-00464,3500,5000,3258
Kopi Kapal Api 24,Susu,65g,SKU-00465,7000,9500,3265
Beras Premium 24,Kopi & Teh,5kg,SKU-00466,65000,75000,3272
Gula Pasir 24,Bumbu Dapur,1kg,SKU-00467,14500,17000,3279
Minyak Goreng 24,Makanan Kaleng,1L,SKU-00468,17000,20000,3286
Susu UHT 24,Perawatan Diri,1L,SKU-00469,18000,22000,3293
Sabun Mandi 24,Kebersihan,100g,SKU-00470,3500,5000,3300
Shampoo 24,Mie Instan,170ml,SKU-00471,18000,23000,3307
Pasta Gigi 24,Minuman,120g,SKU-00472,11000,15000,3314
Biskuit 24,Snack,120g,SKU-00473,6500,9000,3321
Keripik Kentang 24,Sembako,68g,SKU-00474,9000,12000,3328
Sarden Kaleng 24,Susu,155g,SKU-00475,12000,16000,3335
Kecap Manis 24,Kopi & Teh,600ml,SKU-00476,14000,18000,3342
Saus Sambal 24,Bumbu Dapur,335ml,SKU-00477,10000,14000,3349
Tepung Terigu 24,Makanan Kaleng,1kg,SKU-00478,12000,15000,3356
Telur Ayam 24,Perawatan Diri,1kg,SKU-00479,27000,32000,3363
Tisu Wajah 24,Kebersihan,200 sheets,SKU-00480,9000,13000,3370
Indomie Goreng 25,Mie Instan,85g,SKU-00481,2500,3500,3377
Indomie Soto 25,Minuman,75g,SKU-00482,2500,3500,3384
Aqua 25,Snack,600ml,SKU-00483,2500,4000,3391
Teh Botol Sosro 25,Sembako,450ml,SKU-00484,3500,5000,3398
Kopi Kapal Api 25,Susu,65g,SKU-00485,7000,9500,3405
Beras Premium 25,Kopi & Teh,5kg,SKU-00486,65000,75000,3412
Gula Pasir 25,Bumbu Dapur,1kg,SKU-00487,14500,17000,3419
Minyak Goreng 25,Makanan Kaleng,1L,SKU-00488,17000,20000,3426
Susu UHT 25,Perawatan Diri,1L,SKU-00489,18000,22000,3433
Sabun Mandi 25,Kebersihan,100g,SKU-00490,3500,5000,3440
Shampoo 25,Mie Instan,170ml,SKU-00491,18000,23000,3447
Pasta Gigi 25,Minuman,120g,SKU-00492,11000,15000,3454
Biskuit 25,Snack,120g,SKU-00493,6500,9000,3461
Keripik Kentang 25,Sembako,68g,SKU-00494,9000,12000,3468
Sarden Kaleng 25,Susu,155g,SKU-00495,12000,16000,3475
Kecap Manis 25,Kopi & Teh,600ml,SKU-00496,14000,18000,3482
Saus Sambal 25,Bumbu Dapur,335ml,SKU-00497,10000,14000,3489
Tepung Terigu 25,Makanan Kaleng,1kg,SKU-00498,12000,15000,3496
Telur Ayam 25,Perawatan Diri,1kg,SKU-00499,27000,32000,3503
Tisu Wajah 25,Kebersihan,200 sheets,SKU-00500,9000,13000,3510
Indomie Goreng 26,Mie Instan,85g,SKU-00501,2500,3500,3517
Indomie Soto 26,Minuman,75g,SKU-00502,2500,3500,3524
Aqua 26,Snack,600ml,SKU-00503,2500,4000,3531
Teh Botol Sosro 26,Sembako,450ml,SKU-00504,3500,5000,3538
Kopi Kapal Api 26,Susu,65g,SKU-00505,7000,9500,3545
Beras Premium 26,Kopi & Teh,5kg,SKU-00506,65000,75000,3552
Gula Pasir 26,Bumbu Dapur,1kg,SKU-00507,14500,17000,3559
Minyak Goreng 26,Makanan Kaleng,1L,SKU-00508,17000,20000,3566
Susu UHT 26,Perawatan Diri,1L,SKU-00509,18000,22000,3573
Sabun Mandi 26,Kebersihan,100g,SKU-00510,3500,5000,3580
Shampoo 26,Mie Instan,170ml,SKU-00511,18000,23000,3587
Pasta Gigi 26,Minuman,120g,SKU-00512,11000,15000,3594
Biskuit 26,Snack,120g,SKU-00513,6500,9000,3601
Keripik Kentang 26,Sembako,68g,SKU-00514,9000,12000,3608
Sarden Kaleng 26,Susu,155g,SKU-00515,12000,16000,3615
Kecap Manis 26,Kopi & Teh,600ml,SKU-00516,14000,18000,3622
Saus Sambal 26,Bumbu Dapur,335ml,SKU-00517,10000,14000,3629
Tepung Terigu 26,Makanan Kaleng,1kg,SKU-00518,12000,15000,3636
Telur Ayam 26,Perawatan Diri,1kg,SKU-00519,27000,32000,3643
Tisu Wajah 26,Kebersihan,200 sheets,SKU-00520,9000,13000,3650
Indomie Goreng 27,Mie Instan,85g,SKU-00521,2500,3500,3657
Indomie Soto 27,Minuman,75g,SKU-00522,2500,3500,3664
Aqua 27,Snack,600ml,SKU-00523,2500,4000,3671
Teh Botol Sosro 27,Sembako,450ml,SKU-00524,3500,5000,3678
Kopi Kapal Api 27,Susu,65g,SKU-00525,7000,9500,3685
Beras Premium 27,Kopi & Teh,5kg,SKU-00526,65000,75000,3692
Gula Pasir 27,Bumbu Dapur,1kg,SKU-00527,14500,17000,3699
Minyak Goreng 27,Makanan Kaleng,1L,SKU-00528,17000,20000,3706
Susu UHT 27,Perawatan Diri,1L,SKU-00529,18000,22000,3713
Sabun Mandi 27,Kebersihan,100g,SKU-00530,3500,5000,3720
Shampoo 27,Mie Instan,170ml,SKU-00531,18000,23000,3727
Pasta Gigi 27,Minuman,120g,SKU-00532,11000,15000,3734
Biskuit 27,Snack,120g,SKU-00533,6500,9000,3741
Keripik Kentang 27,Sembako,68g,SKU-00534,9000,12000,3748
Sarden Kaleng 27,Susu,155g,SKU-00535,12000,16000,3755
Kecap Manis 27,Kopi & Teh,600ml,SKU-00536,14000,18000,3762
Saus Sambal 27,Bumbu Dapur,335ml,SKU-00537,10000,14000,3769
Tepung Terigu 27,Makanan Kaleng,1kg,SKU-00538,12000,15000,3776
Telur Ayam 27,Perawatan Diri,1kg,SKU-00539,27000,32000,3783
Tisu Wajah 27,Kebersihan,200 sheets,SKU-00540,9000,13000,3790
Indomie Goreng 28,Mie Instan,85g,SKU-00541,2500,3500,3797
Indomie Soto 28,Minuman,75g,SKU-00542,2500,3500,3804
Aqua 28,Snack,600ml,SKU-00543,2500,4000,3811
Teh Botol Sosro 28,Sembako,450ml,SKU-00544,3500,5000,3818
Kopi Kapal Api 28,Susu,65g,SKU-00545,7000,9500,3825
Beras Premium 28,Kopi & Teh,5kg,SKU-00546,65000,75000,3832
Gula Pasir 28,Bumbu Dapur,1kg,SKU-00547,14500,17000,3839
Minyak Goreng 28,Makanan Kaleng,1L,SKU-00548,17000,20000,3846
Susu UHT 28,Perawatan Diri,1L,SKU-00549,18000,22000,3853
Sabun Mandi 28,Kebersihan,100g,SKU-00550,3500,5000,3860
Shampoo 28,Mie Instan,170ml,SKU-00551,18000,23000,3867
Pasta Gigi 28,Minuman,120g,SKU-00552,11000,15000,3874
Biskuit 28,Snack,120g,SKU-00553,6500,9000,3881
Keripik Kentang 28,Sembako,68g,SKU-00554,9000,12000,3888
Sarden Kaleng 28,Susu,155g,SKU-00555,12000,16000,3895
Kecap Manis 28,Kopi & Teh,600ml,SKU-00556,14000,18000,3902
Saus Sambal 28,Bumbu Dapur,335ml,SKU-00557,10000,14000,3909
Tepung Terigu 28,Makanan Kaleng,1kg,SKU-00558,12000,15000,3916
Telur Ayam 28,Perawatan Diri,1kg,SKU-00559,27000,32000,3923
Tisu Wajah 28,Kebersihan,200 sheets,SKU-00560,9000,13000,3930
Indomie Goreng 29,Mie Instan,85g,SKU-00561,2500,3500,3937
Indomie Soto 29,Minuman,75g,SKU-00562,2500,3500,3944
Aqua 29,Snack,600ml,SKU-00563,2500,4000,3951
Teh Botol Sosro 29,Sembako,450ml,SKU-00564,3500,5000,3958
Kopi Kapal Api 29,Susu,65g,SKU-00565,7000,9500,3965
Beras Premium 29,Kopi & Teh,5kg,SKU-00566,65000,75000,3972
Gula Pasir 29,Bumbu Dapur,1kg,SKU-00567,14500,17000,3979
Minyak Goreng 29,Makanan Kaleng,1L,SKU-00568,17000,20000,3986
Susu UHT 29,Perawatan Diri,1L,SKU-00569,18000,22000,3993
Sabun Mandi 29,Kebersihan,100g,SKU-00570,3500,5000,4000
Shampoo 29,Mie Instan,170ml,SKU-00571,18000,23000,4007
Pasta Gigi 29,Minuman,120g,SKU-00572,11000,15000,4014
Biskuit 29,Snack,120g,SKU-00573,6500,9000,4021
Keripik Kentang 29,Sembako,68g,SKU-00574,9000,12000,4028
Sarden Kaleng 29,Susu,155g,SKU-00575,12000,16000,4035
Kecap Manis 29,Kopi & Teh,600ml,SKU-00576,14000,18000,4042
Saus Sambal 29,Bumbu Dapur,335ml,SKU-00577,10000,14000,4049
Tepung Terigu 29,Makanan Kaleng,1kg,SKU-00578,12000,15000,4056
Telur Ayam 29,Perawatan Diri,1kg,SKU-00579,27000,32000,4063
Tisu Wajah 29,Kebersihan,200 sheets,SKU-00580,9000,13000,4070
Indomie Goreng 30,Mie Instan,85g,SKU-00581,2500,3500,4077
Indomie Soto 30,Minuman,75g,SKU-00582,2500,3500,4084
Aqua 30,Snack,600ml,SKU-00583,2500,4000,4091
Teh Botol Sosro 30,Sembako,450ml,SKU-00584,3500,5000,4098
Kopi Kapal Api 30,Susu,65g,SKU-00585,7000,9500,4105
Beras Premium 30,Kopi & Teh,5kg,SKU-00586,65000,75000,4112
Gula Pasir 30,Bumbu Dapur,1kg,SKU-00587,14500,17000,4119
Minyak Goreng 30,Makanan Kaleng,1L,SKU-00588,17000,20000,4126
Susu UHT 30,Perawatan Diri,1L,SKU-00589,18000,22000,4133
Sabun Mandi 30,Kebersihan,100g,SKU-00590,3500,5000,4140
Shampoo 30,Mie Instan,170ml,SKU-00591,18000,23000,4147
Pasta Gigi 30,Minuman,120g,SKU-00592,11000,15000,4154
Biskuit 30,Snack,120g,SKU-00593,6500,9000,4161
Keripik Kentang 30,Sembako,68g,SKU-00594,9000,12000,4168
Sarden Kaleng 30,Susu,155g,SKU-00595,12000,16000,4175
Kecap Manis 30,Kopi & Teh,600ml,SKU-00596,14000,18000,4182
Saus Sambal 30,Bumbu Dapur,335ml,SKU-00597,10000,14000,4189
Tepung Terigu 30,Makanan Kaleng,1kg,SKU-00598,12000,15000,4196
Telur Ayam 30,Perawatan Diri,1kg,SKU-00599,27000,32000,4203
Tisu Wajah 30,Kebersihan,200 sheets,SKU-00600,9000,13000,4210
Indomie Goreng 31,Mie Instan,85g,SKU-00601,2500,3500,4217
Indomie Soto 31,Minuman,75g,SKU-00602,2500,3500,4224
Aqua 31,Snack,600ml,SKU-00603,2500,4000,4231
Teh Botol Sosro 31,Sembako,450ml,SKU-00604,3500,5000,4238
Kopi Kapal Api 31,Susu,65g,SKU-00605,7000,9500,4245
Beras Premium 31,Kopi & Teh,5kg,SKU-00606,65000,75000,4252
Gula Pasir 31,Bumbu Dapur,1kg,SKU-00607,14500,17000,4259
Minyak Goreng 31,Makanan Kaleng,1L,SKU-00608,17000,20000,4266
Susu UHT 31,Perawatan Diri,1L,SKU-00609,18000,22000,4273
Sabun Mandi 31,Kebersihan,100g,SKU-00610,3500,5000,4280
Shampoo 31,Mie Instan,170ml,SKU-00611,18000,23000,4287
Pasta Gigi 31,Minuman,120g,SKU-00612,11000,15000,4294
Biskuit 31,Snack,120g,SKU-00613,6500,9000,4301
Keripik Kentang 31,Sembako,68g,SKU-00614,9000,12000,4308
Sarden Kaleng 31,Susu,155g,SKU-00615,12000,16000,4315
Kecap Manis 31,Kopi & Teh,600ml,SKU-00616,14000,18000,4322
Saus Sambal 31,Bumbu Dapur,335ml,SKU-00617,10000,14000,4329
Tepung Terigu 31,Makanan Kaleng,1kg,SKU-00618,12000,15000,4336
Telur Ayam 31,Perawatan Diri,1kg,SKU-00619,27000,32000,4343
Tisu Wajah 31,Kebersihan,200 sheets,SKU-00620,9000,13000,4350
Indomie Goreng 32,Mie Instan,85g,SKU-00621,2500,3500,4357
Indomie Soto 32,Minuman,75g,SKU-00622,2500,3500,4364
Aqua 32,Snack,600ml,SKU-00623,2500,4000,4371
Teh Botol Sosro 32,Sembako,450ml,SKU-00624,3500,5000,4378
Kopi Kapal Api 32,Susu,65g,SKU-00625,7000,9500,4385
Beras Premium 32,Kopi & Teh,5kg,SKU-00626,65000,75000,4392
Gula Pasir 32,Bumbu Dapur,1kg,SKU-00627,14500,17000,4399
Minyak Goreng 32,Makanan Kaleng,1L,SKU-00628,17000,20000,4406
Susu UHT 32,Perawatan Diri,1L,SKU-00629,18000,22000,4413
Sabun Mandi 32,Kebersihan,100g,SKU-00630,3500,5000,4420
Shampoo 32,Mie Instan,170ml,SKU-00631,18000,23000,4427
Pasta Gigi 32,Minuman,120g,SKU-00632,11000,15000,4434
Biskuit 32,Snack,120g,SKU-00633,6500,9000,4441
Keripik Kentang 32,Sembako,68g,SKU-00634,9000,12000,4448
Sarden Kaleng 32,Susu,155g,SKU-00635,12000,16000,4455
Kecap Manis 32,Kopi & Teh,600ml,SKU-00636,14000,18000,4462
Saus Sambal 32,Bumbu Dapur,335ml,SKU-00637,10000,14000,4469
Tepung Terigu 32,Makanan Kaleng,1kg,SKU-00638,12000,15000,4476
Telur Ayam 32,Perawatan Diri,1kg,SKU-00639,27000,32000,4483
Tisu Wajah 32,Kebersihan,200 sheets,SKU-00640,9000,13000,4490
Indomie Goreng 33,Mie Instan,85g,SKU-00641,2500,3500,4497
Indomie Soto 33,Minuman,75g,SKU-00642,2500,3500,4504
Aqua 33,Snack,600ml,SKU-00643,2500,4000,4511
Teh Botol Sosro 33,Sembako,450ml,SKU-00644,3500,5000,4518
Kopi Kapal Api 33,Susu,65g,SKU-00645,7000,9500,4525
Beras Premium 33,Kopi & Teh,5kg,SKU-00646,65000,75000,4532
Gula Pasir 33,Bumbu Dapur,1kg,SKU-00647,14500,17000,4539
Minyak Goreng 33,Makanan Kaleng,1L,SKU-00648,17000,20000,4546
Susu UHT 33,Perawatan Diri,1L,SKU-00649,18000,22000,4553
Sabun Mandi 33,Kebersihan,100g,SKU-00650,3500,5000,4560
Shampoo 33,Mie Instan,170ml,SKU-00651,18000,23000,4567
Pasta Gigi 33,Minuman,120g,SKU-00652,11000,15000,4574
Biskuit 33,Snack,120g,SKU-00653,6500,9000,4581
Keripik Kentang 33,Sembako,68g,SKU-00654,9000,12000,4588
Sarden Kaleng 33,Susu,155g,SKU-00655,12000,16000,4595
Kecap Manis 33,Kopi & Teh,600ml,SKU-00656,14000,18000,4602
Saus Sambal 33,Bumbu Dapur,335ml,SKU-00657,10000,14000,4609
Tepung Terigu 33,Makanan Kaleng,1kg,SKU-00658,12000,15000,4616
Telur Ayam 33,Perawatan Diri,1kg,SKU-00659,27000,32000,4623
Tisu Wajah 33,Kebersihan,200 sheets,SKU-00660,9000,13000,4630
Indomie Goreng 34,Mie Instan,85g,SKU-00661,2500,3500,4637
Indomie Soto 34,Minuman,75g,SKU-00662,2500,3500,4644
Aqua 34,Snack,600ml,SKU-00663,2500,4000,4651
Teh Botol Sosro 34,Sembako,450ml,SKU-00664,3500,5000,4658
Kopi Kapal Api 34,Susu,65g,SKU-00665,7000,9500,4665
Beras Premium 34,Kopi & Teh,5kg,SKU-00666,65000,75000,4672
Gula Pasir 34,Bumbu Dapur,1kg,SKU-00667,14500,17000,4679
Minyak Goreng 34,Makanan Kaleng,1L,SKU-00668,17000,20000,4686
Susu UHT 34,Perawatan Diri,1L,SKU-00669,18000,22000,4693
Sabun Mandi 34,Kebersihan,100g,SKU-00670,3500,5000,4700
Shampoo 34,Mie Instan,170ml,SKU-00671,18000,23000,4707
Pasta Gigi 34,Minuman,120g,SKU-00672,11000,15000,4714
Biskuit 34,Snack,120g,SKU-00673,6500,9000,4721
Keripik Kentang 34,Sembako,68g,SKU-00674,9000,12000,4728
Sarden Kaleng 34,Susu,155g,SKU-00675,12000,16000,4735
Kecap Manis 34,Kopi & Teh,600ml,SKU-00676,14000,18000,4742
Saus Sambal 34,Bumbu Dapur,335ml,SKU-00677,10000,14000,4749
Tepung Terigu 34,Makanan Kaleng,1kg,SKU-00678,12000,15000,4756
Telur Ayam 34,Perawatan Diri,1kg,SKU-00679,27000,32000,4763
Tisu Wajah 34,Kebersihan,200 sheets,SKU-00680,9000,13000,4770
Indomie Goreng 35,Mie Instan,85g,SKU-00681,2500,3500,4777
Indomie Soto 35,Minuman,75g,SKU-00682,2500,3500,4784
Aqua 35,Snack,600ml,SKU-00683,2500,4000,4791
Teh Botol Sosro 35,Sembako,450ml,SKU-00684,3500,5000,4798
Kopi Kapal Api 35,Susu,65g,SKU-00685,7000,9500,4805
Beras Premium 35,Kopi & Teh,5kg,SKU-00686,65000,75000,4812
Gula Pasir 35,Bumbu Dapur,1kg,SKU-00687,14500,17000,4819
Minyak Goreng 35,Makanan Kaleng,1L,SKU-00688,17000,20000,4826
Susu UHT 35,Perawatan Diri,1L,SKU-00689,18000,22000,4833
Sabun Mandi 35,Kebersihan,100g,SKU-00690,3500,5000,4840
Shampoo 35,Mie Instan,170ml,SKU-00691,18000,23000,4847
Pasta Gigi 35,Minuman,120g,SKU-00692,11000,15000,4854
Biskuit 35,Snack,120g,SKU-00693,6500,9000,4861
Keripik Kentang 35,Sembako,68g,SKU-00694,9000,12000,4868
Sarden Kaleng 35,Susu,155g,SKU-00695,12000,16000,4875
Kecap Manis 35,Kopi & Teh,600ml,SKU-00696,14000,18000,4882
Saus Sambal 35,Bumbu Dapur,335ml,SKU-00697,10000,14000,4889
Tepung Terigu 35,Makanan Kaleng,1kg,SKU-00698,12000,15000,4896
Telur Ayam 35,Perawatan Diri,1kg,SKU-00699,27000,32000,4903
Tisu Wajah 35,Kebersihan,200 sheets,SKU-00700,9000,13000,4910
Indomie Goreng 36,Mie Instan,85g,SKU-00701,2500,3500,4917
Indomie Soto 36,Minuman,75g,SKU-00702,2500,3500,4924
Aqua 36,Snack,600ml,SKU-00703,2500,4000,4931
Teh Botol Sosro 36,Sembako,450ml,SKU-00704,3500,5000,4938
Kopi Kapal Api 36,Susu,65g,SKU-00705,7000,9500,4945
Beras Premium 36,Kopi & Teh,5kg,SKU-00706,65000,75000,4952
Gula Pasir 36,Bumbu Dapur,1kg,SKU-00707,14500,17000,4959
Minyak Goreng 36,Makanan Kaleng,1L,SKU-00708,17000,20000,4966
Susu UHT 36,Perawatan Diri,1L,SKU-00709,18000,22000,4973
Sabun Mandi 36,Kebersihan,100g,SKU-00710,3500,5000,4980
Shampoo 36,Mie Instan,170ml,SKU-00711,18000,23000,4987
Pasta Gigi 36,Minuman,120g,SKU-00712,11000,15000,4994
Biskuit 36,Snack,120g,SKU-00713,6500,9000,5001
Keripik Kentang 36,Sembako,68g,SKU-00714,9000,12000,5008
Sarden Kaleng 36,Susu,155g,SKU-00715,12000,16000,5015
Kecap Manis 36,Kopi & Teh,600ml,SKU-00716,14000,18000,5022
Saus Sambal 36,Bumbu Dapur,335ml,SKU-00717,10000,14000,5029
Tepung Terigu 36,Makanan Kaleng,1kg,SKU-00718,12000,15000,5036
Telur Ayam 36,Perawatan Diri,1kg,SKU-00719,27000,32000,5043
Tisu Wajah 36,Kebersihan,200 sheets,SKU-00720,9000,13000,5050
Indomie Goreng 37,Mie Instan,85g,SKU-00721,2500,3500,5057
Indomie Soto 37,Minuman,75g,SKU-00722,2500,3500,5064
Aqua 37,Snack,600ml,SKU-00723,2500,4000,5071
Teh Botol Sosro 37,Sembako,450ml,SKU-00724,3500,5000,5078
Kopi Kapal Api 37,Susu,65g,SKU-00725,7000,9500,5085
Beras Premium 37,Kopi & Teh,5kg,SKU-00726,65000,75000,5092
Gula Pasir 37,Bumbu Dapur,1kg,SKU-00727,14500,17000,5099
Minyak Goreng 37,Makanan Kaleng,1L,SKU-00728,17000,20000,5106
Susu UHT 37,Perawatan Diri,1L,SKU-00729,18000,22000,5113
Sabun Mandi 37,Kebersihan,100g,SKU-00730,3500,5000,5120
Shampoo 37,Mie Instan,170ml,SKU-00731,18000,23000,5127
Pasta Gigi 37,Minuman,120g,SKU-00732,11000,15000,5134
Biskuit 37,Snack,120g,SKU-00733,6500,9000,5141
Keripik Kentang 37,Sembako,68g,SKU-00734,9000,12000,5148
Sarden Kaleng 37,Susu,155g,SKU-00735,12000,16000,5155
Kecap Manis 37,Kopi & Teh,600ml,SKU-00736,14000,18000,5162
Saus Sambal 37,Bumbu Dapur,335ml,SKU-00737,10000,14000,5169
Tepung Terigu 37,Makanan Kaleng,1kg,SKU-00738,12000,15000,5176
Telur Ayam 37,Perawatan Diri,1kg,SKU-00739,27000,32000,5183
Tisu Wajah 37,Kebersihan,200 sheets,SKU-00740,9000,13000,5190
Indomie Goreng 38,Mie Instan,85g,SKU-00741,2500,3500,5197
Indomie Soto 38,Minuman,75g,SKU-00742,2500,3500,5204
Aqua 38,Snack,600ml,SKU-00743,2500,4000,5211
Teh Botol Sosro 38,Sembako,450ml,SKU-00744,3500,5000,5218
Kopi Kapal Api 38,Susu,65g,SKU-00745,7000,9500,5225
Beras Premium 38,Kopi & Teh,5kg,SKU-00746,65000,75000,5232
Gula Pasir 38,Bumbu Dapur,1kg,SKU-00747,14500,17000,5239
Minyak Goreng 38,Makanan Kaleng,1L,SKU-00748,17000,20000,5246
Susu UHT 38,Perawatan Diri,1L,SKU-00749,18000,22000,5253
Sabun Mandi 38,Kebersihan,100g,SKU-00750,3500,5000,5260
Shampoo 38,Mie Instan,170ml,SKU-00751,18000,23000,5267
Pasta Gigi 38,Minuman,120g,SKU-00752,11000,15000,5274
Biskuit 38,Snack,120g,SKU-00753,6500,9000,5281
Keripik Kentang 38,Sembako,68g,SKU-00754,9000,12000,5288
Sarden Kaleng 38,Susu,155g,SKU-00755,12000,16000,5295
Kecap Manis 38,Kopi & Teh,600ml,SKU-00756,14000,18000,5302
Saus Sambal 38,Bumbu Dapur,335ml,SKU-00757,10000,14000,5309
Tepung Terigu 38,Makanan Kaleng,1kg,SKU-00758,12000,15000,5316
Telur Ayam 38,Perawatan Diri,1kg,SKU-00759,27000,32000,5323
Tisu Wajah 38,Kebersihan,200 sheets,SKU-00760,9000,13000,5330
