name,category,variantName,sku,costPrice,sellingPrice,stockQuantity
Sabun Mandi 20,Kebersihan,100g,SKU-00390,3500,5000,66
Shampoo 20,Mie Instan,170ml,SKU-00391,18000,23000,73
Pasta Gigi 20,Minuman,120g,SKU-00392,11000,15000,80
Biskuit 20,Snack,120g,SKU-00393,6500,9000,87
Keripik Kentang 20,Sembako,68g,SKU-00394,9000,12000,94
Sarden Kaleng 20,Susu,155g,SKU-00395,12000,16000,101
Kecap Manis 20,Kopi & Teh,600ml,SKU-00396,14000,18000,108
Saus Sambal 20,Bumbu Dapur,335ml,SKU-00397,10000,14000,115
Tepung Terigu 20,Makanan Kaleng,1kg,SKU-00398,12000,15000,122
Telur Ayam 20,Perawatan Diri,1kg,SKU-00399,27000,32000,129
Tisu Wajah 20,Kebersihan,200 sheets,SKU-00400,9000,13000,136
Indomie Goreng 21,Mie Instan,85g,SKU-00401,2500,3500,143
Indomie Soto 21,Minuman,75g,SKU-00402,2500,3500,150
Aqua 21,Snack,600ml,SKU-00403,2500,4000,157
Teh Botol Sosro 21,Sembako,450ml,SKU-00404,3500,5000,164
Kopi Kapal Api 21,Susu,65g,SKU-00405,7000,9500,171
Beras Premium 21,Kopi & Teh,5kg,SKU-00406,65000,75000,178
Gula Pasir 21,Bumbu Dapur,1kg,SKU-00407,14500,17000,185
Minyak Goreng 21,Makanan Kaleng,1L,SKU-00408,17000,20000,192
Susu UHT 21,Perawatan Diri,1L,SKU-00409,18000,22000,199
Sabun Mandi 21,Kebersihan,100g,SKU-00410,3500,5000,15
Shampoo 21,Mie Instan,170ml,SKU-00411,18000,23000,22
Pasta Gigi 21,Minuman,120g,SKU-00412,11000,15000,29
Biskuit 21,Snack,120g,SKU-00413,6500,9000,36
Keripik Kentang 21,Sembako,68g,SKU-00414,9000,12000,43
Sarden Kaleng 21,Susu,155g,SKU-00415,12000,16000,50
Kecap Manis 21,Kopi & Teh,600ml,SKU-00416,14000,18000,57
Saus Sambal 21,Bumbu Dapur,335ml,SKU-00417,10000,14000,64
Tepung Terigu 21,Makanan Kaleng,1kg,SKU-00418,12000,15000,71
Telur Ayam 21,Perawatan Diri,1kg,SKU-00419,27000,32000,78
Tisu Wajah 21,Kebersihan,200 sheets,SKU-00420,9000,13000,85
Indomie Goreng 22,Mie Instan,85g,SKU-00421,2500,3500,92
Indomie Soto 22,Minuman,75g,SKU-00422,2500,3500,99
Aqua 22,Snack,600ml,SKU-00423,2500,4000,106
Teh Botol Sosro 22,Sembako,450ml,SKU-00424,3500,5000,113
Kopi Kapal Api 22,Susu,65g,SKU-00425,7000,9500,120
Beras Premium 22,Kopi & Teh,5kg,SKU-00426,65000,75000,127
Gula Pasir 22,Bumbu Dapur,1kg,SKU-00427,14500,17000,134
Minyak Goreng 22,Makanan Kaleng,1L,SKU-00428,17000,20000,141
Susu UHT 22,Perawatan Diri,1L,SKU-00429,18000,22000,148
Sabun Mandi 22,Kebersihan,100g,SKU-00430,3500,5000,155
Shampoo 22,Mie Instan,170ml,SKU-00431,18000,23000,162
Pasta Gigi 22,Minuman,120g,SKU-00432,11000,15000,169
Biskuit 22,Snack,120g,SKU-00433,6500,9000,176
Keripik Kentang 22,Sembako,68g,SKU-00434,9000,12000,183
Sarden Kaleng 22,Susu,155g,SKU-00435,12000,16000,190
Kecap Manis 22,Kopi & Teh,600ml,SKU-00436,14000,18000,197
Saus Sambal 22,Bumbu Dapur,335ml,SKU-00437,10000,14000,13
Tepung Terigu 22,Makanan Kaleng,1kg,SKU-00438,12000,15000,20
Telur Ayam 22,Perawatan Diri,1kg,SKU-00439,27000,32000,27
Tisu Wajah 22,Kebersihan,200 sheets,SKU-00440,9000,13000,34
Indomie Goreng 23,Mie Instan,85g,SKU-00441,2500,3500,41
Indomie Soto 23,Minuman,75g,SKU-00442,2500,3500,48
Aqua 23,Snack,600ml,SKU-00443,2500,4000,55
Teh Botol Sosro 23,Sembako,450ml,SKU-00444,3500,5000,62
Kopi Kapal Api 23,Susu,65g,SKU-00445,7000,9500,69
Beras Premium 23,Kopi & Teh,5kg,SKU-00446,65000,75000,76
Gula Pasir 23,Bumbu Dapur,1kg,SKU-00447,14500,17000,83
Minyak Goreng 23,Makanan Kaleng,1L,SKU-00448,17000,20000,90
Susu UHT 23,Perawatan Diri,1L,SKU-00449,18000,22000,97
Sabun Mandi 23,Kebersihan,100g,SKU-00450,3500,5000,104
Shampoo 23,Mie Instan,170ml,SKU-00451,18000,23000,111
Pasta Gigi 23,Minuman,120g,SKU-00452,11000,15000,118
Biskuit 23,Snack,120g,SKU-00453,6500,9000,125
Keripik Kentang 23,Sembako,68g,SKU-00454,9000,12000,132
Sarden Kaleng 23,Susu,155g,SKU-00455,12000,16000,139
Kecap Manis 23,Kopi & Teh,600ml,SKU-00456,14000,18000,146
Saus Sambal 23,Bumbu Dapur,335ml,SKU-00457,10000,14000,153
Tepung Terigu 23,Makanan Kaleng,1kg,SKU-00458,12000,15000,160
Telur Ayam 23,Perawatan Diri,1kg,SKU-00459,27000,32000,167
Tisu Wajah 23,Kebersihan,200 sheets,SKU-00460,9000,13000,174
Indomie Goreng 24,Mie Instan,85g,SKU-00461,2500,3500,181
Indomie Soto 24,Minuman,75g,SKU-00462,2500,3500,188
Aqua 24,Snack,600ml,SKU-00463,2500,4000,195
Teh Botol Sosro 24,Sembako,450ml,SKU-00464,3500,5000,11
Kopi Kapal Api 24,Susu,65g,SKU-00465,7000,9500,18
Beras Premium 24,Kopi & Teh,5kg,SKU-00466,65000,75000,25
Gula Pasir 24,Bumbu Dapur,1kg,SKU-00467,14500,17000,32
Minyak Goreng 24,Makanan Kaleng,1L,SKU-00468,17000,20000,39
Susu UHT 24,Perawatan Diri,1L,SKU-00469,18000,22000,46
Sabun Mandi 24,Kebersihan,100g,SKU-00470,3500,5000,53
Shampoo 24,Mie Instan,170ml,SKU-00471,18000,23000,60
Pasta Gigi 24,Minuman,120g,SKU-00472,11000,15000,67
Biskuit 24,Snack,120g,SKU-00473,6500,9000,74
Keripik Kentang 24,Sembako,68g,SKU-00474,9000,12000,81
Sarden Kaleng 24,Susu,155g,SKU-00475,12000,16000,88
Kecap Manis 24,Kopi & Teh,600ml,SKU-00476,14000,18000,95
Saus Sambal 24,Bumbu Dapur,335ml,SKU-00477,10000,14000,102
Tepung Terigu 24,Makanan Kaleng,1kg,SKU-00478,12000,15000,109
Telur Ayam 24,Perawatan Diri,1kg,SKU-00479,27000,32000,116
Tisu Wajah 24,Kebersihan,200 sheets,SKU-00480,9000,13000,123
Indomie Goreng 25,Mie Instan,85g,SKU-00481,2500,3500,130
Indomie Soto 25,Minuman,75g,SKU-00482,2500,3500,137
Aqua 25,Snack,600ml,SKU-00483,2500,4000,144
Teh Botol Sosro 25,Sembako,450ml,SKU-00484,3500,5000,151
Kopi Kapal Api 25,Susu,65g,SKU-00485,7000,9500,158
Beras Premium 25,Kopi & Teh,5kg,SKU-00486,65000,75000,165
Gula Pasir 25,Bumbu Dapur,1kg,SKU-00487,14500,17000,172
Minyak Goreng 25,Makanan Kaleng,1L,SKU-00488,17000,20000,179
Susu UHT 25,Perawatan Diri,1L,SKU-00489,18000,22000,186
Sabun Mandi 25,Kebersihan,100g,SKU-00490,3500,5000,193
Shampoo 25,Mie Instan,170ml,SKU-00491,18000,23000,200
Pasta Gigi 25,Minuman,120g,SKU-00492,11000,15000,16
Biskuit 25,Snack,120g,SKU-00493,6500,9000,23
Keripik Kentang 25,Sembako,68g,SKU-00494,9000,12000,30
Sarden Kaleng 25,Susu,155g,SKU-00495,12000,16000,37
Kecap Manis 25,Kopi & Teh,600ml,SKU-00496,14000,18000,44
Saus Sambal 25,Bumbu Dapur,335ml,SKU-00497,10000,14000,51
Tepung Terigu 25,Makanan Kaleng,1kg,SKU-00498,12000,15000,58
Telur Ayam 25,Perawatan Diri,1kg,SKU-00499,27000,32000,65
Tisu Wajah 25,Kebersihan,200 sheets,SKU-00500,9000,13000,72
